date,channel,spend
2025-12-12,Affiliate,131.49
2025-12-12,Email,201.76
2025-12-12,Paid Search,594.62
2025-12-12,Paid Social,467.9
2025-12-13,Affiliate,114.39
2025-12-13,Email,165.89
2025-12-13,Paid Search,473.52
2025-12-13,Paid Social,360.85
2025-12-14,Affiliate,115.53
2025-12-14,Email,159.66
2025-12-14,Paid Search,465.18
2025-12-14,Paid Social,378.38
2025-12-15,Affiliate,119.37
2025-12-15,Email,169.15
2025-12-15,Paid Search,543.76
2025-12-15,Paid Social,459.28
2025-12-16,Affiliate,137.22
2025-12-16,Email,188.43
2025-12-16,Paid Search,555.55
2025-12-16,Paid Social,465.73
2025-12-17,Affiliate,136.61
2025-12-17,Email,189.93
2025-12-17,Paid Search,610.87
2025-12-17,Paid Social,467.01
2025-12-18,Affiliate,154.91
2025-12-18,Email,211.05
2025-12-18,Paid Search,649.79
2025-12-18,Paid Social,516.31
2025-12-19,Affiliate,154.66
2025-12-19,Email,208.18
2025-12-19,Paid Search,613.89
2025-12-19,Paid Social,487.63
2025-12-20,Affiliate,124.84
2025-12-20,Email,177.09
2025-12-20,Paid Search,498.83
2025-12-20,Paid Social,443.81
2025-12-21,Affiliate,124.12
2025-12-21,Email,175.8
2025-12-21,Paid Search,525.76
2025-12-21,Paid Social,433.1
2025-12-22,Affiliate,120.44
2025-12-22,Email,177.01
2025-12-22,Paid Search,531.02
2025-12-22,Paid Social,431.95
2025-12-23,Affiliate,126.8
2025-12-23,Email,207.47
2025-12-23,Paid Search,542.86
2025-12-23,Paid Social,491.17
2025-12-24,Affiliate,132.8
2025-12-24,Email,193.27
2025-12-24,Paid Search,543.3
2025-12-24,Paid Social,469.32
2025-12-25,Affiliate,136.29
2025-12-25,Email,212.46
2025-12-25,Paid Search,594.46
2025-12-25,Paid Social,462.49
2025-12-26,Affiliate,122.98
2025-12-26,Email,183.31
2025-12-26,Paid Search,541.44
2025-12-26,Paid Social,431.91
2025-12-27,Affiliate,132.53
2025-12-27,Email,173.39
2025-12-27,Paid Search,555.46
2025-12-27,Paid Social,451.7
2025-12-28,Affiliate,141.35
2025-12-28,Email,203.23
2025-12-28,Paid Search,592.3
2025-12-28,Paid Social,478.41
2025-12-29,Affiliate,132.37
2025-12-29,Email,189.85
2025-12-29,Paid Search,568.81
2025-12-29,Paid Social,467.37
2025-12-30,Affiliate,138.28
2025-12-30,Email,209.01
2025-12-30,Paid Search,583.39
2025-12-30,Paid Social,483.69
2025-12-31,Affiliate,145.38
2025-12-31,Email,207.61
2025-12-31,Paid Search,587.62
2025-12-31,Paid Social,505.37
